,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HTGD,ATGD,DiffPts,DiffFormPts,HTP,ATP,HC,AC,HF,AF,HY,AY,HR,AR,HAS,HDS,AAS,ADS,MP
4065,West Brom,Wolves,1,1,D,19,6,11,2,-17,-19,3,2,27,24,12,1,6,6,0,0,0,0,1.2163742690058479,1.432748538011696,0.9342105263157895,1.986842105263158,171
4066,Blackpool,Tottenham,3,1,H,8,25,4,10,-11,9,-18,-10,29,47,1,7,11,8,2,0,0,0,1.5789473684210527,1.9473684210526316,1.2035087719298245,1.4771929824561403,19
4067,Arsenal,Stoke,1,0,H,9,7,4,4,29,-2,20,7,53,33,5,3,8,9,1,2,0,0,2.1789473684210527,0.8385964912280702,0.7669172932330827,1.6466165413533835,285
4068,Aston Villa,Blackburn,4,1,H,17,5,10,2,-15,-8,-2,2,29,31,10,2,4,12,0,3,0,1,1.2596491228070175,1.1087719298245613,1.0956937799043063,1.6889952153110048,285
4069,Everton,Sunderland,2,0,H,17,12,9,7,-3,1,-7,-2,30,37,4,1,11,8,0,0,0,0,1.592982456140351,1.0701754385964912,0.8947368421052632,1.7456140350877194,285
4070,Newcastle,Bolton,1,1,D,13,17,6,10,4,1,-1,0,35,36,3,6,7,11,0,2,1,0,1.537593984962406,1.1766917293233083,1.0382775119617225,1.6889952153110048,266
4071,Wigan,Man United,0,4,A,10,14,4,9,-18,36,-33,-7,27,60,8,4,13,11,0,1,0,0,1.111842105263158,1.4144736842105263,1.7228070175438597,1.0421052631578946,152
4072,Wolves,Blackpool,4,0,H,15,2,11,1,-19,-9,-7,0,25,32,11,4,16,10,1,1,0,1,1.118421052631579,1.7105263157894737,1.3157894736842106,2.1578947368421053,76
4073,Man City,Fulham,1,1,D,14,11,4,5,19,0,18,-1,49,31,10,1,17,13,1,2,0,0,1.8345864661654134,0.9849624060150376,0.8947368421052632,1.611336032388664,266
4074,West Ham,Liverpool,3,1,H,17,12,11,8,-18,3,-14,-8,25,39,6,8,10,8,0,1,0,0,1.4254385964912282,1.2675438596491229,1.4912280701754386,1.1964912280701754,228
4075,Stoke,West Brom,1,1,D,6,16,3,11,-3,-17,5,0,33,28,4,0,17,14,2,2,0,0,1.2932330827067668,1.0300751879699248,0.9064327485380117,1.713450292397661,133
4076,Chelsea,Man United,2,1,H,17,12,11,7,25,36,-12,-2,48,60,10,2,11,14,3,2,0,1,2.1543859649122807,0.8,1.7228070175438597,1.0421052631578946,285
4077,Arsenal,Sunderland,0,0,D,14,6,7,3,30,0,19,9,56,37,5,6,13,10,3,3,0,0,2.1789473684210527,0.8385964912280702,0.8947368421052632,1.7456140350877194,285
4078,Birmingham,West Brom,1,3,A,9,9,4,5,-12,-17,2,4,30,28,7,3,8,10,3,1,0,0,1.218045112781955,1.0526315789473684,0.9064327485380117,1.713450292397661,133
4079,Bolton,Aston Villa,3,2,H,15,10,9,6,1,-15,6,-2,36,30,8,5,18,11,5,2,0,0,1.3301435406698565,1.244019138755981,1.1508771929824562,1.6456140350877193,209
4080,Fulham,Blackburn,3,2,H,15,12,11,9,0,-11,0,2,32,32,9,7,12,17,2,3,0,0,1.4129554655870444,1.2105263157894737,1.0956937799043063,1.6889952153110048,247
4081,Man City,Wigan,1,0,H,7,12,3,5,19,-22,23,0,50,27,4,6,17,8,3,1,0,0,1.8345864661654134,0.9849624060150376,0.9671052631578947,1.756578947368421,266
4082,Newcastle,Everton,1,2,A,10,13,8,8,4,0,0,-3,36,36,5,4,12,14,2,4,0,0,1.537593984962406,1.1766917293233083,1.0736842105263158,1.3543859649122807,266
4083,West Ham,Stoke,3,0,H,15,7,10,5,-16,-3,-6,4,28,34,7,3,9,10,0,3,0,0,1.4254385964912282,1.2675438596491229,0.7669172932330827,1.6466165413533835,228
4084,Liverpool,Man United,3,1,H,17,12,10,7,1,35,-21,1,39,60,6,4,12,12,2,3,0,0,1.8982456140350876,0.7578947368421053,1.7228070175438597,1.0421052631578946,285
4085,Wolves,Tottenham,3,3,D,13,15,4,10,-15,7,-20,-3,28,48,7,4,10,11,0,3,0,0,1.118421052631579,1.7105263157894737,1.2035087719298245,1.4771929824561403,76
4086,Blackpool,Chelsea,1,3,A,14,18,5,11,-13,27,-19,-6,32,51,3,13,5,8,0,0,0,0,1.5789473684210527,1.9473684210526316,1.5368421052631578,0.9263157894736842,19
4087,Everton,Birmingham,1,1,D,17,5,11,3,0,-12,5,2,36,31,9,1,8,12,1,3,0,0,1.592982456140351,1.0701754385964912,0.8345864661654135,1.6541353383458646,285
4088,Aston Villa,Wolves,0,1,A,11,8,5,5,-12,-15,5,1,33,28,8,3,15,19,1,3,0,0,1.2596491228070175,1.1087719298245613,0.9342105263157895,1.986842105263158,285
4089,Blackburn,Blackpool,2,2,D,24,8,7,6,-11,-13,0,0,32,32,8,3,15,12,1,1,0,0,1.3827751196172249,1.1435406698564594,1.3157894736842106,2.1578947368421053,209
4090,Everton,Fulham,2,1,H,16,12,12,6,0,1,2,1,37,35,7,5,15,19,2,0,0,0,1.592982456140351,1.0701754385964912,0.8947368421052632,1.611336032388664,285
4091,Man United,Bolton,1,0,H,14,11,8,6,33,2,20,-4,60,40,12,5,8,11,0,0,1,0,2.1964912280701756,0.7017543859649122,1.0382775119617225,1.6889952153110048,285
4092,Stoke,Newcastle,4,0,H,8,14,6,9,-6,3,-2,-2,34,36,3,7,16,9,1,1,0,0,1.2932330827067668,1.0300751879699248,1.0714285714285714,1.6804511278195489,133
4093,Tottenham,West Ham,0,0,D,26,11,14,5,7,-13,18,-2,49,31,6,2,6,13,0,4,0,0,1.743859649122807,1.0666666666666667,0.9692982456140351,1.6535087719298245,285
4094,West Brom,Arsenal,2,2,D,4,18,3,11,-15,30,-26,-3,32,58,2,7,9,7,1,3,0,0,1.2163742690058479,1.432748538011696,1.6596491228070176,1.1228070175438596,171
4095,Wigan,Birmingham,2,1,H,16,7,13,4,-23,-13,-4,1,27,31,9,4,13,13,3,1,0,0,1.111842105263158,1.4144736842105263,0.8345864661654135,1.6541353383458646,152
4096,Chelsea,Man City,2,0,H,16,5,11,2,29,20,1,2,54,53,5,1,16,13,2,5,0,0,2.1543859649122807,0.8,1.2857142857142858,1.368421052631579,285
4097,Sunderland,Liverpool,0,2,A,3,10,1,4,-2,3,-4,-9,38,42,3,6,11,7,3,3,1,0,1.1228070175438596,1.206140350877193,1.4912280701754386,1.1964912280701754,228
4098,Arsenal,Blackburn,0,0,D,19,7,11,2,30,-12,26,8,58,32,11,4,10,9,1,2,0,1,2.1789473684210527,0.8385964912280702,1.0956937799043063,1.6889952153110048,285
4099,Birmingham,Bolton,2,1,H,9,19,6,12,-13,2,-9,-6,31,40,8,9,11,16,0,2,0,0,1.218045112781955,1.0526315789473684,1.0382775119617225,1.6889952153110048,133
4100,Everton,Aston Villa,2,2,D,14,7,7,5,1,-14,7,5,40,33,5,7,13,16,3,2,0,0,1.592982456140351,1.0701754385964912,1.1508771929824562,1.6456140350877193,285
4101,Newcastle,Wolves,4,1,H,17,13,13,9,-1,-14,4,-3,36,32,5,4,19,10,5,3,0,0,1.537593984962406,1.1766917293233083,0.9342105263157895,1.986842105263158,266
4102,Stoke,Chelsea,1,1,D,13,20,6,10,-2,29,-18,-7,37,55,5,12,9,10,1,2,0,0,1.2932330827067668,1.0300751879699248,1.5368421052631578,0.9263157894736842,133
4103,West Brom,Liverpool,2,1,H,17,13,14,9,-15,5,-12,-3,33,45,0,5,10,15,2,3,0,0,1.2163742690058479,1.432748538011696,1.4912280701754386,1.1964912280701754,171
4104,West Ham,Man United,2,4,A,6,18,2,9,-13,34,-31,-1,32,63,0,16,10,9,1,2,0,0,1.4254385964912282,1.2675438596491229,1.7228070175438597,1.0421052631578946,228
4105,Wigan,Tottenham,0,0,D,14,10,5,6,-22,7,-20,1,30,50,8,2,11,13,1,1,0,0,1.111842105263158,1.4144736842105263,1.2035087719298245,1.4771929824561403,152
4106,Fulham,Blackpool,3,0,H,13,10,11,6,0,-15,2,1,35,33,4,7,14,5,2,1,0,0,1.4129554655870444,1.2105263157894737,1.3157894736842106,2.1578947368421053,247
4107,Man City,Sunderland,5,0,H,14,8,12,4,18,-4,15,6,53,38,6,5,9,20,2,3,0,0,1.8345864661654134,0.9849624060150376,0.8947368421052632,1.7456140350877194,266
4108,Blackburn,Birmingham,1,1,D,15,6,5,5,-12,-12,-1,-2,33,34,8,2,10,10,2,3,0,0,1.3827751196172249,1.1435406698564594,0.8345864661654135,1.6541353383458646,209
4109,Bolton,West Ham,3,0,H,23,14,12,8,1,-13,8,-1,40,32,5,10,6,10,1,0,0,0,1.3301435406698565,1.244019138755981,0.9692982456140351,1.6535087719298245,209
4110,Chelsea,Wigan,1,0,H,21,11,13,7,30,-22,27,8,58,31,10,5,11,12,1,2,0,0,2.1543859649122807,0.8,0.9671052631578947,1.756578947368421,285
4111,Man United,Fulham,2,0,H,16,12,12,5,36,3,28,1,66,38,8,3,12,8,0,0,0,0,2.1964912280701756,0.7017543859649122,0.8947368421052632,1.611336032388664,285
4112,Sunderland,West Brom,2,3,A,7,12,4,8,-9,-14,2,-8,38,36,5,2,10,11,3,1,0,0,1.1228070175438596,1.206140350877193,0.9064327485380117,1.713450292397661,228
4113,Tottenham,Stoke,3,2,H,9,10,8,5,8,-2,15,1,53,38,10,5,11,16,1,3,0,0,1.743859649122807,1.0666666666666667,0.7669172932330827,1.6466165413533835,285
4114,Wolves,Everton,0,3,A,11,9,7,6,-17,1,-9,-3,32,41,13,6,13,14,0,1,0,0,1.118421052631579,1.7105263157894737,1.0736842105263158,1.3543859649122807,76
4115,Aston Villa,Newcastle,1,0,H,13,6,7,4,-14,2,-5,-2,34,39,9,2,8,10,2,2,0,0,1.2596491228070175,1.1087719298245613,1.0714285714285714,1.6804511278195489,285
4116,Blackpool,Arsenal,1,3,A,12,16,6,7,-18,32,-29,-5,33,62,6,4,13,9,2,2,0,0,1.5789473684210527,1.9473684210526316,1.6596491228070176,1.1228070175438596,19
4117,Liverpool,Man City,3,0,H,15,13,7,4,4,23,-11,0,45,56,6,2,6,3,1,0,0,0,1.8982456140350876,0.7578947368421053,1.2857142857142858,1.368421052631579,285
4118,Birmingham,Sunderland,2,0,H,10,15,4,7,-12,-9,-3,4,35,38,4,9,7,10,0,0,0,0,1.218045112781955,1.0526315789473684,0.8947368421052632,1.7456140350877194,133
4119,Blackpool,Wigan,1,3,A,14,9,9,5,-18,-22,2,-1,33,31,5,3,13,12,2,2,0,0,1.5789473684210527,1.9473684210526316,0.9671052631578947,1.756578947368421,19
4120,Everton,Blackburn,2,0,H,17,4,7,2,4,-12,9,8,44,35,10,1,9,17,2,3,0,0,1.592982456140351,1.0701754385964912,1.0956937799043063,1.6889952153110048,285
4121,West Brom,Chelsea,1,3,A,12,19,6,11,-13,32,-22,-2,39,61,3,5,7,10,1,0,0,0,1.2163742690058479,1.432748538011696,1.5368421052631578,0.9263157894736842,171
4122,West Ham,Aston Villa,1,2,A,12,21,7,11,-18,-13,-5,0,32,37,5,11,8,3,0,0,0,0,1.4254385964912282,1.2675438596491229,1.1508771929824562,1.6456140350877193,228
4123,Arsenal,Liverpool,1,1,D,12,9,6,5,32,7,15,-2,63,48,10,3,13,13,2,4,0,0,2.1789473684210527,0.8385964912280702,1.4912280701754386,1.1964912280701754,285
4124,Newcastle,Man United,0,0,D,12,18,5,8,1,38,-30,-5,39,69,6,7,9,10,2,2,0,0,1.537593984962406,1.1766917293233083,1.7228070175438597,1.0421052631578946,266
4125,Chelsea,Birmingham,3,1,H,17,6,7,3,32,-10,23,5,61,38,7,4,9,11,0,1,0,0,2.1543859649122807,0.8,0.8345864661654135,1.6541353383458646,285
4126,Tottenham,Arsenal,3,3,D,16,13,9,9,8,32,-9,0,54,63,7,6,8,13,0,3,0,0,1.743859649122807,1.0666666666666667,1.6596491228070176,1.1228070175438596,285
4127,Aston Villa,Stoke,1,1,D,7,4,2,3,-13,-3,-1,2,37,38,7,8,9,9,0,3,0,0,1.2596491228070175,1.1087719298245613,0.7669172932330827,1.6466165413533835,285
4128,Blackpool,Newcastle,1,1,D,18,9,7,6,-20,1,-6,-3,33,39,4,4,17,8,1,1,0,0,1.5789473684210527,1.9473684210526316,1.0714285714285714,1.6804511278195489,19
4129,Chelsea,West Ham,3,0,H,16,12,11,7,32,-18,29,6,61,32,5,7,7,13,1,2,0,0,2.1543859649122807,0.8,0.9692982456140351,1.6535087719298245,285
4130,Liverpool,Birmingham,5,0,H,17,10,13,6,7,-12,11,3,49,38,5,2,7,12,1,0,0,0,1.8982456140350876,0.7578947368421053,0.8345864661654135,1.6541353383458646,285
4131,Man United,Everton,1,0,H,21,5,12,3,38,6,23,-1,70,47,13,1,10,9,1,2,0,0,2.1964912280701756,0.7017543859649122,1.0736842105263158,1.3543859649122807,285
4132,Sunderland,Wigan,4,2,H,11,11,7,7,-12,-21,4,-6,38,34,7,3,11,9,1,2,0,0,1.1228070175438596,1.206140350877193,0.9671052631578947,1.756578947368421,228
4133,Tottenham,West Brom,2,2,D,19,10,9,4,8,-15,16,-3,55,39,11,1,8,9,1,1,0,0,1.743859649122807,1.0666666666666667,0.9064327485380117,1.713450292397661,285
4134,Wolves,Fulham,1,1,D,12,15,3,5,-20,1,-6,-2,33,39,3,5,15,17,2,2,0,0,1.118421052631579,1.7105263157894737,0.8947368421052632,1.611336032388664,76
4135,Bolton,Arsenal,2,1,H,11,17,10,7,4,32,-18,2,46,64,3,9,13,14,3,3,0,0,1.3301435406698565,1.244019138755981,1.6596491228070176,1.1228070175438596,209
4136,Blackburn,Man City,0,1,A,12,10,6,5,-14,21,-24,-6,35,59,4,6,15,15,2,3,0,0,1.3827751196172249,1.1435406698564594,1.2857142857142858,1.368421052631579,209
4137,Stoke,Wolves,3,0,H,17,5,8,1,-3,-20,6,0,39,33,7,11,12,10,3,2,0,0,1.2932330827067668,1.0300751879699248,0.9342105263157895,1.986842105263158,133
4138,Fulham,Bolton,3,0,H,18,14,7,6,1,4,-7,-2,39,46,10,7,12,8,1,1,0,0,1.4129554655870444,1.2105263157894737,1.0382775119617225,1.6889952153110048,247
4139,Blackburn,Bolton,1,0,H,17,11,8,3,-14,4,-11,-6,35,46,3,10,7,9,2,1,0,0,1.3827751196172249,1.1435406698564594,1.0382775119617225,1.6889952153110048,209
4140,Blackpool,Stoke,0,0,D,11,9,6,6,-22,0,-8,-6,34,42,4,8,10,11,0,0,0,0,1.5789473684210527,1.9473684210526316,0.7669172932330827,1.6466165413533835,19
4141,Chelsea,Tottenham,2,1,H,16,12,10,7,37,7,12,7,67,55,6,5,11,11,3,1,0,0,2.1543859649122807,0.8,1.2035087719298245,1.4771929824561403,285
4142,Sunderland,Fulham,0,3,A,11,9,7,6,-10,4,-1,-4,41,42,5,4,7,12,1,0,0,0,1.1228070175438596,1.206140350877193,0.8947368421052632,1.611336032388664,228
4143,West Brom,Aston Villa,2,1,H,8,11,4,6,-15,-12,-1,0,40,41,3,7,12,12,3,1,1,0,1.2163742690058479,1.432748538011696,1.1508771929824562,1.6456140350877193,171
4144,Wigan,Everton,1,1,D,13,3,9,3,-23,5,-13,-3,34,47,3,8,12,12,2,2,0,0,1.111842105263158,1.4144736842105263,1.0736842105263158,1.3543859649122807,152
4145,Arsenal,Man United,1,0,H,9,11,2,7,31,39,-9,-7,64,73,3,6,15,7,2,3,0,0,2.1789473684210527,0.8385964912280702,1.7228070175438597,1.0421052631578946,285
4146,Birmingham,Wolves,1,1,D,8,7,1,2,-17,-23,5,3,38,33,0,2,10,16,3,3,1,0,1.218045112781955,1.0526315789473684,0.9342105263157895,1.986842105263158,133
4147,Liverpool,Newcastle,3,0,H,9,7,5,3,12,1,11,5,52,41,3,12,15,10,1,2,0,0,1.8982456140350876,0.7578947368421053,1.0714285714285714,1.6804511278195489,285
4148,Man City,West Ham,2,1,H,19,7,12,4,22,-22,30,8,62,32,8,5,13,8,3,1,0,0,1.8345864661654134,0.9849624060150376,0.9692982456140351,1.6535087719298245,266
4149,Aston Villa,Wigan,1,1,D,10,7,7,4,-12,-23,7,1,41,34,2,5,6,11,2,0,0,0,1.2596491228070175,1.1087719298245613,0.9671052631578947,1.756578947368421,285
4150,Bolton,Sunderland,1,2,A,17,10,9,6,0,-13,5,3,46,41,5,5,14,10,1,0,0,0,1.3301435406698565,1.244019138755981,0.8947368421052632,1.7456140350877194,209
4151,Everton,Man City,2,1,H,10,12,6,7,5,21,-14,-1,48,62,11,6,13,15,4,2,0,0,1.592982456140351,1.0701754385964912,1.2857142857142858,1.368421052631579,285
4152,Newcastle,Birmingham,2,1,H,19,5,14,2,-2,-17,2,0,41,39,8,2,10,12,1,4,0,1,1.537593984962406,1.1766917293233083,0.8345864661654135,1.6541353383458646,266
4153,Tottenham,Blackpool,1,1,D,20,13,11,7,7,-22,21,4,56,35,7,6,5,13,3,2,0,0,1.743859649122807,1.0666666666666667,1.3157894736842106,2.1578947368421053,285
4154,West Ham,Blackburn,1,1,D,24,8,15,4,-23,-14,-6,-5,32,38,7,3,7,14,3,0,0,0,1.4254385964912282,1.2675438596491229,1.0956937799043063,1.6889952153110048,228
4155,Man United,Chelsea,2,1,H,13,19,8,11,38,38,3,-5,73,70,7,2,12,14,2,4,0,0,2.1964912280701756,0.7017543859649122,1.5368421052631578,0.9263157894736842,285
4156,Stoke,Arsenal,3,1,H,12,14,7,5,0,32,-24,-2,43,67,2,5,7,10,1,2,0,0,1.2932330827067668,1.0300751879699248,1.6596491228070176,1.1228070175438596,133
4157,Wolves,West Brom,3,1,H,14,14,10,6,-23,-14,-9,-8,34,43,8,4,9,7,3,1,0,0,1.118421052631579,1.7105263157894737,0.9064327485380117,1.713450292397661,76
4158,Fulham,Liverpool,2,5,A,10,16,7,11,7,15,-10,0,45,55,6,5,18,11,5,2,0,0,1.4129554655870444,1.2105263157894737,1.4912280701754386,1.1964912280701754,247
4159,Man City,Tottenham,1,0,H,7,14,4,7,21,7,6,3,62,56,2,8,7,8,1,1,0,0,1.8345864661654134,0.9849624060150376,1.2035087719298245,1.4771929824561403,266
4160,Blackburn,Man United,1,1,D,6,9,2,4,-14,39,-37,-5,39,76,2,6,11,11,3,0,0,0,1.3827751196172249,1.1435406698564594,1.7228070175438597,1.0421052631578946,209
4161,Blackpool,Bolton,4,3,H,12,17,8,9,-22,-1,-10,-3,36,46,5,6,16,12,2,4,0,0,1.5789473684210527,1.9473684210526316,1.0382775119617225,1.6889952153110048,19
4162,Sunderland,Wolves,1,3,A,14,10,9,6,-12,-21,7,1,44,37,5,5,8,19,0,0,0,0,1.1228070175438596,1.206140350877193,0.9342105263157895,1.986842105263158,228
4163,West Brom,Everton,1,0,H,14,23,9,10,-16,6,-8,-3,43,51,2,12,15,9,2,2,0,1,1.2163742690058479,1.432748538011696,1.0736842105263158,1.3543859649122807,171
4164,Arsenal,Aston Villa,1,2,A,24,8,15,5,30,-13,25,-3,67,42,13,2,9,10,1,4,0,0,2.1789473684210527,0.8385964912280702,1.1508771929824562,1.6456140350877193,285
4165,Birmingham,Fulham,0,2,A,7,18,2,9,-18,4,-6,-3,39,45,5,5,7,15,0,5,0,0,1.218045112781955,1.0526315789473684,0.8947368421052632,1.611336032388664,133
4166,Chelsea,Newcastle,2,2,D,15,13,7,9,37,-1,26,7,70,44,7,4,17,13,4,2,0,0,2.1543859649122807,0.8,1.0714285714285714,1.6804511278195489,285
4167,Liverpool,Tottenham,0,2,A,10,8,2,4,18,6,2,10,58,56,11,5,13,7,2,1,0,0,1.8982456140350876,0.7578947368421053,1.2035087719298245,1.4771929824561403,285
4168,Wigan,West Ham,3,2,H,19,13,10,10,-23,-23,3,4,36,33,10,6,7,10,1,1,0,0,1.111842105263158,1.4144736842105263,0.9692982456140351,1.6535087719298245,152
4169,Man City,Stoke,3,0,H,16,4,9,2,22,2,19,1,65,46,4,3,6,9,0,3,0,0,1.8345864661654134,0.9849624060150376,0.7669172932330827,1.6466165413533835,266
4170,Aston Villa,Liverpool,1,0,H,10,9,8,4,-12,16,-13,-2,45,58,4,5,12,12,2,2,0,0,1.2596491228070175,1.1087719298245613,1.4912280701754386,1.1964912280701754,285
4171,Bolton,Man City,0,2,A,16,16,8,10,-2,25,-22,-9,46,68,6,5,11,10,1,1,1,0,1.3301435406698565,1.244019138755981,1.2857142857142858,1.368421052631579,209
4172,Everton,Chelsea,1,0,H,11,19,3,9,5,37,-20,-3,51,71,6,5,12,14,3,2,1,0,1.592982456140351,1.0701754385964912,1.5368421052631578,0.9263157894736842,285
4173,Fulham,Arsenal,2,2,D,10,12,6,6,6,29,-19,6,48,67,5,3,12,5,2,1,1,0,1.4129554655870444,1.2105263157894737,1.6596491228070176,1.1228070175438596,247
4174,Man United,Blackpool,4,2,H,18,14,11,7,39,-21,38,2,77,39,8,8,8,5,2,1,0,0,2.1964912280701756,0.7017543859649122,1.3157894736842106,2.1578947368421053,285
4175,Newcastle,West Brom,3,3,D,15,13,10,7,-1,-15,-1,-1,45,46,7,6,5,8,0,0,0,0,1.537593984962406,1.1766917293233083,0.9064327485380117,1.713450292397661,266
4176,Stoke,Wigan,0,1,A,11,11,5,9,-1,-22,7,0,46,39,5,3,10,9,1,4,0,0,1.2932330827067668,1.0300751879699248,0.9671052631578947,1.756578947368421,133
4177,Tottenham,Birmingham,2,1,H,22,7,16,3,8,-20,20,4,59,39,7,5,5,15,0,3,0,0,1.743859649122807,1.0666666666666667,0.8345864661654135,1.6541353383458646,285
4178,West Ham,Sunderland,0,3,A,17,17,12,12,-24,-14,-11,-5,33,44,4,6,7,8,0,2,0,0,1.4254385964912282,1.2675438596491229,0.8947368421052632,1.7456140350877194,228
4179,Wolves,Blackburn,2,3,A,12,13,5,10,-19,-14,0,3,40,40,8,3,12,9,3,1,0,0,1.118421052631579,1.7105263157894737,1.0956937799043063,1.6889952153110048,76
4180,Blackburn,Wolves,1,2,A,16,13,8,4,0,0,0,0,0,0,12,6,14,10,4,2,0,0,1.3827751196172249,1.1435406698564594,0.9342105263157895,1.986842105263158,209
4181,Fulham,Aston Villa,0,0,D,13,7,9,1,0,0,0,0,0,0,2,3,10,18,2,4,0,0,1.4129554655870444,1.2105263157894737,1.1508771929824562,1.6456140350877193,247
4182,Liverpool,Sunderland,1,1,D,11,15,4,6,0,0,0,0,0,0,6,3,17,12,4,4,0,0,1.8982456140350876,0.7578947368421053,0.8947368421052632,1.7456140350877194,285
4183,Newcastle,Arsenal,0,0,D,6,9,1,4,0,0,0,0,0,0,2,5,9,11,3,5,0,1,1.537593984962406,1.1766917293233083,1.6596491228070176,1.1228070175438596,266
4184,QPR,Bolton,0,4,A,13,13,7,7,0,0,0,0,0,0,3,2,9,16,1,2,1,0,0.9736842105263158,1.394736842105263,1.0382775119617225,1.6889952153110048,38
4185,Wigan,Norwich,1,1,D,18,13,11,3,0,0,0,0,0,0,7,3,11,8,2,2,0,0,1.111842105263158,1.4144736842105263,0.8105263157894737,2.1052631578947367,152
4186,Stoke,Chelsea,0,0,D,6,20,3,11,0,0,0,0,0,0,4,6,12,12,2,2,0,0,1.2932330827067668,1.0300751879699248,1.5368421052631578,0.9263157894736842,133
4187,West Brom,Man United,1,2,A,14,11,8,5,0,0,0,0,0,0,6,5,16,9,3,2,0,0,1.2163742690058479,1.432748538011696,1.7228070175438597,1.0421052631578946,171
4188,Man City,Swansea,4,0,H,26,8,19,5,0,0,0,0,0,0,7,4,9,2,0,0,0,0,1.8345864661654134,0.9849624060150376,1.0394736842105263,1.5526315789473684,266
4189,Arsenal,Liverpool,0,2,A,10,13,6,8,0,0,0,0,0,0,9,5,11,6,2,2,1,0,2.1789473684210527,0.8385964912280702,1.4912280701754386,1.1964912280701754,285
4190,Aston Villa,Blackburn,3,1,H,9,10,6,6,0,-1,1,1,1,0,5,4,9,13,3,0,0,0,1.2596491228070175,1.1087719298245613,1.0956937799043063,1.6889952153110048,285
4191,Chelsea,West Brom,2,1,H,22,6,12,4,0,-1,1,1,1,0,7,4,12,8,2,4,0,0,2.1543859649122807,0.8,0.9064327485380117,1.713450292397661,285
4192,Everton,QPR,0,1,A,14,4,7,3,-1,-4,0,0,0,0,2,1,12,9,1,1,0,0,1.592982456140351,1.0701754385964912,0.9473684210526315,1.9210526315789473,285
4193,Sunderland,Newcastle,0,1,A,15,12,5,10,0,0,0,0,1,1,7,6,17,7,3,3,1,0,1.1228070175438596,1.206140350877193,1.0714285714285714,1.6804511278195489,228
4194,Swansea,Wigan,0,0,D,12,10,6,4,-4,0,-1,-1,0,1,7,7,8,18,0,3,0,0,1.4210526315789473,1.1842105263157894,0.9671052631578947,1.756578947368421,76
4195,Bolton,Man City,2,3,A,6,17,4,9,4,4,0,0,3,3,7,8,19,14,2,0,0,0,1.3301435406698565,1.244019138755981,1.2857142857142858,1.368421052631579,209
4196,Norwich,Stoke,1,1,D,9,15,7,5,0,0,0,0,1,1,3,6,13,12,0,2,1,0,1.3157894736842106,1.368421052631579,0.7669172932330827,1.6466165413533835,95
4197,Wolves,Fulham,2,0,H,17,8,7,4,1,0,2,2,3,1,7,8,7,10,2,2,0,0,1.118421052631579,1.7105263157894737,0.8947368421052632,1.611336032388664,76
4198,Man United,Tottenham,3,0,H,27,20,21,12,1,-3,3,3,3,0,11,3,12,9,1,2,0,0,2.1964912280701756,0.7017543859649122,1.2035087719298245,1.4771929824561403,285
4199,Aston Villa,Wolves,0,0,D,15,3,5,2,0,1,-2,-2,1,3,11,8,10,9,1,3,0,0,1.2596491228070175,1.1087719298245613,0.9342105263157895,1.986842105263158,285
4200,Blackburn,Everton,0,1,A,14,9,6,4,-3,0,-3,-3,0,3,5,4,17,13,5,2,0,0,1.3827751196172249,1.1435406698564594,1.0736842105263158,1.3543859649122807,209
4201,Chelsea,Norwich,3,1,H,16,9,8,6,1,0,2,2,4,2,8,6,17,14,2,2,0,1,2.1543859649122807,0.8,0.8105263157894737,2.1052631578947367,285
4202,Liverpool,Bolton,3,1,H,17,7,9,4,2,3,1,1,4,3,12,6,5,7,0,2,0,0,1.8982456140350876,0.7578947368421053,1.0382775119617225,1.6889952153110048,285
4203,Swansea,Sunderland,0,0,D,15,12,6,8,-4,-1,0,0,1,1,7,4,7,10,1,1,0,0,1.4210526315789473,1.1842105263157894,0.8947368421052632,1.7456140350877194,76
4204,Wigan,QPR,2,0,H,13,19,10,9,0,-3,-1,-1,2,3,8,7,13,8,2,0,0,0,1.111842105263158,1.4144736842105263,0.9473684210526315,1.9210526315789473,152
4205,Man United,Arsenal,8,2,H,25,19,15,13,4,-2,5,5,6,1,3,5,9,7,2,3,0,1,2.1964912280701756,0.7017543859649122,1.6596491228070176,1.1228070175438596,285
4206,Newcastle,Fulham,2,1,H,13,16,9,9,1,-2,3,3,4,1,6,6,19,8,2,1,0,0,1.537593984962406,1.1766917293233083,0.8947368421052632,1.611336032388664,266
4207,Tottenham,Man City,1,5,A,15,22,10,12,-7,5,-6,-6,0,6,10,5,11,9,2,4,0,0,1.743859649122807,1.0666666666666667,1.2857142857142858,1.368421052631579,285
4208,West Brom,Stoke,0,1,A,16,7,7,1,-2,0,-2,-2,0,2,5,1,9,12,0,0,0,0,1.2163742690058479,1.432748538011696,0.7669172932330827,1.6466165413533835,171
4209,Arsenal,Swansea,1,0,H,18,10,8,5,-2,-4,0,0,1,1,4,5,10,7,3,2,0,0,2.1789473684210527,0.8385964912280702,1.0394736842105263,1.5526315789473684,285
4210,Bolton,Man United,0,5,A,20,13,13,9,1,10,-6,-6,3,9,5,7,14,1,2,0,0,0,1.3301435406698565,1.244019138755981,1.7228070175438597,1.0421052631578946,209
