,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HTGD,ATGD,DiffPts,DiffFormPts,HTP,ATP,HC,AC,HF,AF,HY,AY,HR,AR,HAS,HDS,AAS,ADS,MP
3919,Wolves,Arsenal,0,2,A,14,12,7,8,-7,11,-11,-5,9,20,5,2,7,14,1,2,0,0,1.118421052631579,1.7105263157894737,1.6596491228070176,1.1228070175438596,76
3920,Aston Villa,Man United,2,2,D,12,16,6,10,-3,11,-8,-5,16,24,9,7,11,9,3,4,0,0,1.2596491228070175,1.1087719298245613,1.7228070175438597,1.0421052631578946,285
3921,Man City,Birmingham,0,0,D,21,5,11,3,5,-3,9,2,21,12,6,4,15,11,2,0,0,0,1.8345864661654134,0.9849624060150376,0.8345864661654135,1.6541353383458646,266
3922,Newcastle,Fulham,0,0,D,13,10,7,8,5,0,4,6,17,13,5,5,11,19,2,2,0,0,1.537593984962406,1.1766917293233083,0.8947368421052632,1.611336032388664,266
3923,Stoke,Liverpool,2,0,H,14,10,7,6,-5,-2,-3,-7,13,16,4,3,14,10,2,3,0,1,1.2932330827067668,1.0300751879699248,1.4912280701754386,1.1964912280701754,133
3924,Tottenham,Blackburn,4,2,H,20,12,12,8,-1,-1,1,-2,16,15,12,6,11,11,2,2,0,0,1.743859649122807,1.0666666666666667,1.0956937799043063,1.6889952153110048,285
3925,West Ham,Blackpool,0,0,D,17,16,4,5,-11,-7,-6,-1,8,14,8,7,7,7,0,1,0,0,1.4254385964912282,1.2675438596491229,1.3157894736842106,2.1578947368421053,228
3926,Wigan,West Brom,1,0,H,13,12,4,6,-12,-5,-5,-2,11,16,5,5,13,13,1,1,0,0,1.111842105263158,1.4144736842105263,0.9064327485380117,1.713450292397661,152
3927,Wolves,Bolton,2,3,A,10,13,6,7,-9,1,-7,-4,9,16,12,3,10,10,1,0,0,0,1.118421052631579,1.7105263157894737,1.0382775119617225,1.6889952153110048,76
3928,Chelsea,Sunderland,0,3,A,14,19,7,9,23,-1,12,2,28,16,6,3,9,13,1,2,0,0,2.1543859649122807,0.8,0.8947368421052632,1.7456140350877194,285
3929,Everton,Arsenal,1,2,A,14,13,7,8,2,13,-8,-3,15,23,9,2,15,14,2,2,0,0,1.592982456140351,1.0701754385964912,1.6596491228070176,1.1228070175438596,285
3930,Arsenal,Tottenham,2,3,A,12,10,7,6,14,1,7,7,26,19,2,6,17,16,3,1,0,0,2.1789473684210527,0.8385964912280702,1.2035087719298245,1.4771929824561403,285
3931,Birmingham,Chelsea,1,0,H,1,24,1,9,-3,20,-15,-3,13,28,4,14,9,2,2,0,0,0,1.218045112781955,1.0526315789473684,1.5368421052631578,0.9263157894736842,133
3932,Blackpool,Wolves,2,1,H,13,19,9,10,-7,-10,6,2,15,9,4,11,7,9,0,2,0,0,1.5789473684210527,1.9473684210526316,0.9342105263157895,1.986842105263158,19
3933,Bolton,Newcastle,5,1,H,18,6,9,1,2,5,1,-2,19,18,2,3,13,9,0,2,0,1,1.3301435406698565,1.244019138755981,1.0714285714285714,1.6804511278195489,209
3934,Liverpool,West Ham,3,0,H,19,6,11,1,-4,-11,7,7,16,9,10,2,8,8,0,1,0,0,1.8982456140350876,0.7578947368421053,0.9692982456140351,1.6535087719298245,285
3935,Man United,Wigan,2,0,H,17,10,12,4,11,-11,11,6,25,14,11,1,10,14,0,2,0,2,2.1964912280701756,0.7017543859649122,0.9671052631578947,1.756578947368421,285
3936,West Brom,Stoke,0,3,A,15,6,8,4,-6,-3,0,-2,16,16,8,3,10,9,0,0,0,0,1.2163742690058479,1.432748538011696,0.7669172932330827,1.6466165413533835,171
3937,Blackburn,Aston Villa,2,0,H,14,16,5,11,-3,-3,-2,0,15,17,5,8,15,10,0,1,0,0,1.3827751196172249,1.1435406698564594,1.1508771929824562,1.6456140350877193,209
3938,Fulham,Man City,1,4,A,9,11,3,8,0,5,-8,0,14,22,7,7,13,16,2,1,0,0,1.4129554655870444,1.2105263157894737,1.2857142857142858,1.368421052631579,247
3939,Sunderland,Everton,2,2,D,13,10,8,8,2,1,4,4,19,15,4,4,5,7,0,2,0,0,1.1228070175438596,1.206140350877193,1.0736842105263158,1.3543859649122807,228
3940,Aston Villa,Arsenal,2,4,A,6,17,4,10,-5,13,-9,-3,17,26,3,8,10,7,1,1,0,0,1.2596491228070175,1.1087719298245613,1.6596491228070176,1.1228070175438596,285
3941,Bolton,Blackpool,2,2,D,24,16,14,10,6,-6,4,2,22,18,4,4,8,14,2,2,0,0,1.3301435406698565,1.244019138755981,1.3157894736842106,2.1578947368421053,209
3942,Everton,West Brom,1,4,A,12,7,4,3,1,-9,0,5,16,16,2,2,11,18,1,3,1,1,1.592982456140351,1.0701754385964912,0.9064327485380117,1.713450292397661,285
3943,Fulham,Birmingham,1,1,D,11,7,7,3,-3,-2,-2,-1,14,16,7,4,10,9,1,0,0,0,1.4129554655870444,1.2105263157894737,0.8345864661654135,1.6541353383458646,247
3944,Man United,Blackburn,7,1,H,15,3,11,2,13,-1,10,2,28,18,5,2,6,6,0,2,0,0,2.1964912280701756,0.7017543859649122,1.0956937799043063,1.6889952153110048,285
3945,Stoke,Man City,1,1,D,16,9,9,4,0,8,-6,1,19,25,6,2,8,10,2,2,0,0,1.2932330827067668,1.0300751879699248,1.2857142857142858,1.368421052631579,133
3946,West Ham,Wigan,3,1,H,15,10,9,10,-14,-13,-5,-1,9,14,7,2,8,8,0,0,0,0,1.4254385964912282,1.2675438596491229,0.9671052631578947,1.756578947368421,228
3947,Wolves,Sunderland,3,2,H,14,15,8,9,-11,2,-11,-5,9,20,11,5,11,10,2,3,0,0,1.118421052631579,1.7105263157894737,0.8947368421052632,1.7456140350877194,76
3948,Newcastle,Chelsea,1,1,D,5,17,3,13,1,19,-10,1,18,28,6,7,9,11,2,1,0,0,1.537593984962406,1.1766917293233083,1.5368421052631578,0.9263157894736842,266
3949,Tottenham,Liverpool,2,1,H,20,12,13,8,2,-1,3,-3,22,19,5,8,6,16,0,5,0,0,1.743859649122807,1.0666666666666667,1.4912280701754386,1.1964912280701754,285
3950,Arsenal,Fulham,2,1,H,15,11,9,7,15,-3,14,6,29,15,3,7,7,5,0,0,0,0,2.1789473684210527,0.8385964912280702,0.8947368421052632,1.611336032388664,285
3951,Birmingham,Tottenham,1,1,D,13,10,5,5,-2,3,-8,-4,17,25,6,11,14,7,1,1,0,0,1.218045112781955,1.0526315789473684,1.2035087719298245,1.4771929824561403,133
3952,Blackburn,Wolves,3,0,H,10,10,7,7,-7,-10,6,6,18,12,8,11,9,11,0,2,0,0,1.3827751196172249,1.1435406698564594,0.9342105263157895,1.986842105263158,209
3953,Chelsea,Everton,1,1,D,12,16,5,7,19,-2,13,1,29,16,7,2,7,11,1,4,0,0,2.1543859649122807,0.8,1.0736842105263158,1.3543859649122807,285
3954,Man City,Bolton,1,0,H,19,7,10,2,8,6,3,-2,26,23,8,8,12,18,3,2,1,0,1.8345864661654134,0.9849624060150376,1.0382775119617225,1.6889952153110048,266
3955,Wigan,Stoke,2,2,D,15,11,8,7,-15,0,-6,-6,14,20,5,4,11,10,1,4,0,0,1.111842105263158,1.4144736842105263,0.7669172932330827,1.6466165413533835,152
3956,Sunderland,West Ham,1,0,H,17,8,12,2,1,-12,8,2,20,12,9,3,6,8,1,3,0,0,1.1228070175438596,1.206140350877193,0.9692982456140351,1.6535087719298245,228
3957,West Brom,Newcastle,3,1,H,20,11,12,7,-6,1,0,-1,19,19,7,3,11,9,0,5,0,0,1.2163742690058479,1.432748538011696,1.0714285714285714,1.6804511278195489,171
3958,Liverpool,Aston Villa,3,0,H,12,5,7,2,-2,-7,2,2,19,17,4,3,12,13,0,1,0,0,1.8982456140350876,0.7578947368421053,1.1508771929824562,1.6456140350877193,285
3959,Aston Villa,West Brom,2,1,H,6,11,3,4,-7,-6,-2,1,17,19,6,13,8,14,0,2,0,0,1.2596491228070175,1.1087719298245613,0.9064327485380117,1.713450292397661,285
3960,Everton,Wigan,0,0,D,16,5,8,4,-2,-15,2,-2,17,15,9,4,13,18,2,4,0,0,1.592982456140351,1.0701754385964912,0.9671052631578947,1.756578947368421,285
3961,Fulham,Sunderland,0,0,D,14,11,13,2,-4,2,-8,-6,15,23,4,3,14,10,0,1,0,0,1.4129554655870444,1.2105263157894737,0.8947368421052632,1.7456140350877194,247
3962,Newcastle,Liverpool,3,1,H,8,16,5,7,-1,1,-3,-5,19,22,2,5,19,13,2,1,0,0,1.537593984962406,1.1766917293233083,1.4912280701754386,1.1964912280701754,266
3963,Stoke,Blackpool,0,1,A,16,10,5,5,0,-5,-1,3,21,22,10,4,12,11,0,2,0,0,1.2932330827067668,1.0300751879699248,1.3157894736842106,2.1578947368421053,133
3964,West Ham,Man City,1,3,A,13,12,3,7,-13,9,-17,-4,12,29,2,6,10,13,1,3,0,0,1.4254385964912282,1.2675438596491229,1.2857142857142858,1.368421052631579,228
3965,Bolton,Blackburn,2,1,H,12,16,7,11,5,-4,2,-1,23,21,3,10,12,13,4,3,1,0,1.3301435406698565,1.244019138755981,1.0956937799043063,1.6889952153110048,209
3966,Tottenham,Chelsea,1,1,D,10,13,3,7,3,19,-4,6,26,30,1,7,9,13,2,2,0,0,1.743859649122807,1.0666666666666667,1.5368421052631578,0.9263157894736842,285
3967,Wolves,Birmingham,1,0,H,14,3,9,0,-13,-2,-6,-3,12,18,7,2,9,15,2,4,0,0,1.118421052631579,1.7105263157894737,0.8345864661654135,1.6541353383458646,76
3968,Man United,Arsenal,1,0,H,14,11,10,6,20,16,2,-1,34,32,5,4,7,16,0,4,0,0,2.1964912280701756,0.7017543859649122,1.6596491228070176,1.1228070175438596,285
3969,Blackburn,West Ham,1,1,D,13,11,5,3,-4,-13,9,4,21,12,9,4,12,10,2,3,0,0,1.3827751196172249,1.1435406698564594,0.9692982456140351,1.6535087719298245,209
3970,Sunderland,Bolton,1,0,H,13,12,5,8,2,6,-2,-2,24,26,2,5,6,13,1,3,0,0,1.1228070175438596,1.206140350877193,1.0382775119617225,1.6889952153110048,228
3971,Man City,Everton,1,2,A,25,4,15,3,11,-2,14,8,32,18,11,0,8,13,3,2,1,1,1.8345864661654134,0.9849624060150376,1.0736842105263158,1.3543859649122807,266
3972,Aston Villa,Tottenham,1,2,A,26,13,15,8,-9,3,-7,-7,20,27,8,4,13,11,3,3,0,1,1.2596491228070175,1.1087719298245613,1.2035087719298245,1.4771929824561403,285
3973,Blackburn,Stoke,0,2,A,12,11,8,9,-5,-1,0,-2,21,21,5,3,12,20,1,4,0,0,1.3827751196172249,1.1435406698564594,0.7669172932330827,1.6466165413533835,209
3974,Bolton,West Brom,2,0,H,12,15,8,9,6,-5,4,4,26,22,5,7,8,8,1,1,0,0,1.3301435406698565,1.244019138755981,0.9064327485380117,1.713450292397661,209
3975,Fulham,West Ham,1,3,A,13,10,6,7,-4,-15,4,-1,16,12,8,4,12,10,1,1,0,0,1.4129554655870444,1.2105263157894737,0.9692982456140351,1.6535087719298245,247
3976,Man United,Sunderland,2,0,H,14,6,10,2,22,2,13,5,37,24,5,3,9,10,0,2,0,0,2.1964912280701756,0.7017543859649122,0.8947368421052632,1.7456140350877194,285
3977,Newcastle,Man City,1,3,A,20,9,10,6,1,11,-10,-6,22,32,6,3,7,15,1,5,0,0,1.537593984962406,1.1766917293233083,1.2857142857142858,1.368421052631579,266
3978,Wolves,Wigan,1,2,A,8,13,4,8,-12,-15,-1,1,15,16,7,3,7,14,1,3,0,0,1.118421052631579,1.7105263157894737,0.9671052631578947,1.756578947368421,76
3979,Arsenal,Chelsea,3,1,H,10,10,8,4,15,19,1,6,32,31,4,6,12,16,2,3,0,0,2.1789473684210527,0.8385964912280702,1.5368421052631578,0.9263157894736842,285
3980,Birmingham,Man United,1,1,D,8,10,3,4,-3,22,-19,-7,19,38,4,4,10,11,3,3,0,0,1.218045112781955,1.0526315789473684,1.7228070175438597,1.0421052631578946,133
3981,Man City,Aston Villa,4,0,H,11,9,8,4,10,-10,12,7,32,20,8,6,14,12,1,2,0,0,1.8345864661654134,0.9849624060150376,1.1508771929824562,1.6456140350877193,266
3982,Stoke,Fulham,0,2,A,14,4,8,3,1,-6,8,6,24,16,9,2,8,12,1,2,0,0,1.2932330827067668,1.0300751879699248,0.8947368421052632,1.611336032388664,133
3983,Sunderland,Blackpool,0,2,A,32,9,16,4,3,-4,2,-2,27,25,9,2,6,5,2,0,0,0,1.1228070175438596,1.206140350877193,1.3157894736842106,2.1578947368421053,228
3984,Tottenham,Newcastle,2,0,H,13,12,8,8,4,-1,8,7,30,22,9,7,9,16,2,4,1,0,1.743859649122807,1.0666666666666667,1.0714285714285714,1.6804511278195489,285
3985,West Brom,Blackburn,1,3,A,21,6,11,4,-7,-5,0,-1,22,22,8,5,9,13,1,3,1,1,1.2163742690058479,1.432748538011696,1.0956937799043063,1.6889952153110048,171
3986,West Ham,Everton,1,1,D,11,13,2,5,-15,-1,-8,-2,13,21,4,7,12,15,1,0,0,0,1.4254385964912282,1.2675438596491229,1.0736842105263158,1.3543859649122807,228
3987,Chelsea,Bolton,1,0,H,12,6,7,2,17,5,5,-4,31,26,6,3,12,24,1,1,0,0,2.1543859649122807,0.8,1.0382775119617225,1.6889952153110048,285
3988,Liverpool,Wolves,0,1,A,9,7,5,3,-2,-13,7,0,22,15,2,8,8,11,1,1,0,0,1.8982456140350876,0.7578947368421053,0.9342105263157895,1.986842105263158,285
3989,Wigan,Arsenal,2,2,D,7,15,5,9,-14,17,-16,-4,19,35,3,4,16,11,1,0,1,0,1.111842105263158,1.4144736842105263,1.6596491228070176,1.1228070175438596,152
3990,Birmingham,Arsenal,0,3,A,2,18,1,11,-6,17,-17,-7,19,36,4,5,7,9,3,1,0,0,1.218045112781955,1.0526315789473684,1.6596491228070176,1.1228070175438596,133
3991,Liverpool,Bolton,2,1,H,16,10,7,4,-1,7,-4,-1,25,29,7,4,11,16,2,2,0,0,1.8982456140350876,0.7578947368421053,1.0382775119617225,1.6889952153110048,285
3992,Man City,Blackpool,1,0,H,15,8,4,6,12,-5,10,3,35,25,10,4,11,9,0,0,0,0,1.8345864661654134,0.9849624060150376,1.3157894736842106,2.1578947368421053,266
3993,Stoke,Everton,2,0,H,7,15,3,10,-1,-1,2,-1,24,22,1,5,14,8,4,1,0,0,1.2932330827067668,1.0300751879699248,1.0736842105263158,1.3543859649122807,133
3994,Sunderland,Blackburn,3,0,H,13,11,7,3,1,-7,5,3,27,22,3,2,13,9,1,2,0,0,1.1228070175438596,1.206140350877193,1.0956937799043063,1.6889952153110048,228
3995,Tottenham,Fulham,1,0,H,13,12,9,4,6,-4,14,6,33,19,5,1,11,9,2,1,0,0,1.743859649122807,1.0666666666666667,0.8947368421052632,1.611336032388664,285
3996,West Brom,Man United,1,2,A,17,5,8,3,-9,23,-19,-7,22,41,4,5,8,13,1,3,0,0,1.2163742690058479,1.432748538011696,1.7228070175438597,1.0421052631578946,171
3997,West Ham,Wolves,2,0,H,11,15,6,10,-13,-12,-2,-2,16,18,5,10,7,14,0,1,0,0,1.4254385964912282,1.2675438596491229,0.9342105263157895,1.986842105263158,228
3998,Chelsea,Aston Villa,3,3,D,15,16,10,10,18,-14,14,3,34,20,9,6,17,11,2,7,0,0,2.1543859649122807,0.8,1.1508771929824562,1.6456140350877193,285
3999,Wigan,Newcastle,0,1,A,9,13,4,5,-14,-3,-2,2,20,22,3,3,15,14,2,2,0,0,1.111842105263158,1.4144736842105263,1.0714285714285714,1.6804511278195489,152
4000,Blackpool,Birmingham,1,2,A,19,11,13,7,-4,-5,6,4,28,22,3,7,9,6,0,1,0,0,1.5789473684210527,1.9473684210526316,0.8345864661654135,1.6541353383458646,19
4001,Fulham,West Brom,3,0,H,12,12,6,4,-5,-10,-3,1,19,22,7,4,7,9,0,1,0,0,1.4129554655870444,1.2105263157894737,0.9064327485380117,1.713450292397661,247
4002,Man United,Stoke,2,1,H,18,5,7,1,24,1,17,6,44,27,6,1,6,11,0,0,0,0,2.1964912280701756,0.7017543859649122,0.7669172932330827,1.6466165413533835,285
4003,Arsenal,Man City,0,0,D,13,5,8,0,20,16,1,-2,39,38,7,2,6,12,0,2,1,1,2.1789473684210527,0.8385964912280702,1.2857142857142858,1.368421052631579,285
4004,Aston Villa,Sunderland,0,1,A,8,11,2,5,-14,-1,-6,-3,21,27,5,9,9,12,3,3,1,1,1.2596491228070175,1.1087719298245613,0.8947368421052632,1.7456140350877194,285
4005,Blackburn,Liverpool,3,1,H,10,13,4,9,-5,-3,0,1,25,25,0,7,14,13,1,1,0,0,1.3827751196172249,1.1435406698564594,1.4912280701754386,1.1964912280701754,209
4006,Bolton,Wigan,1,1,D,14,10,7,7,6,-15,9,0,29,20,8,4,9,8,0,4,0,0,1.3301435406698565,1.244019138755981,0.9671052631578947,1.756578947368421,209
4007,Everton,Tottenham,2,1,H,19,13,12,5,-3,7,-14,-5,22,36,4,3,16,12,1,0,0,0,1.592982456140351,1.0701754385964912,1.2035087719298245,1.4771929824561403,285
4008,Newcastle,West Ham,5,0,H,11,13,7,6,-2,-13,8,1,25,17,4,3,10,10,0,4,0,0,1.537593984962406,1.1766917293233083,0.9692982456140351,1.6535087719298245,266
4009,Wolves,Chelsea,1,0,H,3,17,2,8,-14,18,-17,0,18,35,4,9,15,12,0,1,0,0,1.118421052631579,1.7105263157894737,1.5368421052631578,0.9263157894736842,76
4010,Blackpool,Liverpool,2,1,H,13,10,9,6,-5,-4,3,3,28,25,3,3,6,13,1,3,0,0,1.5789473684210527,1.9473684210526316,1.4912280701754386,1.1964912280701754,19
4011,Chelsea,Blackburn,2,0,H,27,3,11,2,17,-8,10,1,35,25,14,1,10,6,1,0,0,0,2.1543859649122807,0.8,1.0956937799043063,1.6889952153110048,285
4012,Man City,Wolves,4,3,H,15,10,12,7,17,-13,20,3,41,21,11,8,9,9,0,0,0,0,1.8345864661654134,0.9849624060150376,0.9342105263157895,1.986842105263158,266
4013,Stoke,Bolton,2,0,H,12,13,5,6,0,5,-2,0,27,29,5,5,8,13,0,2,0,0,1.2932330827067668,1.0300751879699248,1.0382775119617225,1.6889952153110048,133
4014,West Brom,Blackpool,3,2,H,18,9,11,2,-13,-5,-6,-6,22,28,4,4,10,11,1,2,0,0,1.2163742690058479,1.432748538011696,1.3157894736842106,2.1578947368421053,171
4015,West Ham,Arsenal,0,3,A,7,19,6,13,-11,20,-20,0,20,40,4,10,8,7,1,0,0,0,1.4254385964912282,1.2675438596491229,1.6596491228070176,1.1228070175438596,228
4016,Wigan,Fulham,1,1,D,8,14,5,5,-15,-2,-1,-1,21,22,3,11,21,7,4,2,0,0,1.111842105263158,1.4144736842105263,0.8947368421052632,1.611336032388664,152
4017,Birmingham,Aston Villa,1,1,D,14,13,4,3,-5,-15,2,1,23,21,5,7,14,14,1,2,0,0,1.218045112781955,1.0526315789473684,1.1508771929824562,1.6456140350877193,133
4018,Liverpool,Everton,2,2,D,19,10,14,5,-4,-2,0,-5,25,25,10,6,16,17,3,0,0,0,1.8982456140350876,0.7578947368421053,1.0736842105263158,1.3543859649122807,285
4019,Sunderland,Newcastle,1,1,D,10,9,7,2,2,3,2,-2,30,28,4,6,17,5,1,1,0,0,1.1228070175438596,1.206140350877193,1.0714285714285714,1.6804511278195489,228
4020,Tottenham,Man United,0,0,D,16,7,6,4,6,29,-11,-1,37,48,8,2,9,18,2,4,0,1,1.743859649122807,1.0666666666666667,1.7228070175438597,1.0421052631578946,285
4021,Arsenal,Wigan,3,0,H,23,3,15,1,23,-15,21,5,43,22,8,1,6,14,0,1,0,1,2.1789473684210527,0.8385964912280702,0.9671052631578947,1.756578947368421,285
4022,Aston Villa,Man City,1,0,H,10,24,8,14,-15,17,-20,-8,22,42,2,13,11,11,1,1,0,0,1.2596491228070175,1.1087719298245613,1.2857142857142858,1.368421052631579,285
4023,Blackpool,Sunderland,1,2,A,13,11,7,6,-6,3,-5,-6,28,33,10,4,13,9,2,0,0,0,1.5789473684210527,1.9473684210526316,0.8947368421052632,1.7456140350877194,19
4024,Everton,West Ham,2,2,D,11,13,6,5,-2,-16,6,0,26,20,12,2,8,12,1,2,0,1,1.592982456140351,1.0701754385964912,0.9692982456140351,1.6535087719298245,285
4025,Fulham,Stoke,2,0,H,10,9,7,1,-2,2,-7,-2,23,30,3,2,11,10,1,1,0,1,1.4129554655870444,1.2105263157894737,0.7669172932330827,1.6466165413533835,247
4026,Man United,Birmingham,5,0,H,23,6,9,1,29,-10,25,6,48,23,10,3,10,5,0,0,0,0,2.1964912280701756,0.7017543859649122,0.8345864661654135,1.6541353383458646,285
4027,Newcastle,Tottenham,1,1,D,13,14,6,9,3,6,-8,-3,29,37,1,4,13,7,0,0,0,0,1.537593984962406,1.1766917293233083,1.2035087719298245,1.4771929824561403,266
4028,Wolves,Liverpool,0,3,A,11,15,4,10,-14,-4,-5,2,21,26,5,4,6,17,0,3,0,0,1.118421052631579,1.7105263157894737,1.4912280701754386,1.1964912280701754,76
4029,Blackburn,West Brom,2,0,H,17,24,12,20,-6,-12,3,4,28,25,9,9,4,6,0,1,0,0,1.3827751196172249,1.1435406698564594,0.9064327485380117,1.713450292397661,209
4030,Bolton,Chelsea,0,4,A,11,14,8,11,3,23,-11,-6,30,41,4,3,7,4,0,0,0,0,1.3301435406698565,1.244019138755981,1.5368421052631578,0.9263157894736842,209
4031,Blackpool,Man United,2,3,A,6,17,4,13,-7,30,-23,-10,28,51,6,7,10,10,1,2,0,0,1.5789473684210527,1.9473684210526316,1.7228070175438597,1.0421052631578946,19
4032,Wigan,Aston Villa,1,2,A,19,11,8,10,-18,-14,-3,-2,22,25,7,4,9,13,2,3,0,0,1.111842105263158,1.4144736842105263,1.1508771929824562,1.6456140350877193,152
4033,Liverpool,Fulham,1,0,H,11,12,7,8,-1,0,3,-3,29,26,6,2,11,10,0,0,0,0,1.8982456140350876,0.7578947368421053,0.8947368421052632,1.611336032388664,285
4034,Arsenal,Everton,2,1,H,19,4,10,4,26,-2,19,5,46,27,5,7,12,14,3,5,0,0,2.1789473684210527,0.8385964912280702,1.0736842105263158,1.3543859649122807,285
4035,Man United,Aston Villa,3,1,H,18,9,11,5,30,-14,26,8,51,25,5,5,6,6,0,0,0,0,2.1964912280701756,0.7017543859649122,1.1508771929824562,1.6456140350877193,285
4036,Sunderland,Chelsea,2,4,A,4,21,3,14,3,23,-7,-3,34,41,0,6,10,10,1,2,0,0,1.1228070175438596,1.206140350877193,1.5368421052631578,0.9263157894736842,228
4037,West Brom,Wigan,2,2,D,21,11,10,7,-14,-18,3,0,25,22,8,5,13,12,4,5,0,0,1.2163742690058479,1.432748538011696,0.9671052631578947,1.756578947368421,171
4038,Birmingham,Man City,2,2,D,14,12,7,9,-10,18,-21,-8,24,45,6,4,9,12,0,2,0,0,1.218045112781955,1.0526315789473684,1.2857142857142858,1.368421052631579,133
4039,Blackburn,Tottenham,0,1,A,17,6,9,5,-8,6,-10,-2,28,38,4,4,14,11,2,1,0,0,1.3827751196172249,1.1435406698564594,1.2035087719298245,1.4771929824561403,209
4040,Blackpool,West Ham,1,3,A,13,12,8,10,-9,-19,7,-2,28,21,10,7,9,12,0,1,0,0,1.5789473684210527,1.9473684210526316,0.9692982456140351,1.6535087719298245,19
4041,Bolton,Wolves,1,0,H,13,11,8,5,-1,-18,9,-2,30,21,8,3,16,8,1,3,0,0,1.3301435406698565,1.244019138755981,0.9342105263157895,1.986842105263158,209
4042,Fulham,Newcastle,1,0,H,11,4,9,3,-1,2,-4,-1,26,30,4,7,14,19,0,3,0,0,1.4129554655870444,1.2105263157894737,1.0714285714285714,1.6804511278195489,247
4043,Liverpool,Stoke,2,0,H,13,6,9,1,0,-2,2,1,32,30,7,0,6,8,1,4,0,0,1.8982456140350876,0.7578947368421053,0.7669172932330827,1.6466165413533835,285
4044,Aston Villa,Fulham,2,2,D,10,13,5,9,-13,-1,2,1,28,26,3,6,15,11,3,2,0,0,1.2596491228070175,1.1087719298245613,0.8947368421052632,1.611336032388664,285
4045,Everton,Blackpool,5,3,H,23,11,16,7,-3,-9,-1,2,27,28,9,5,8,17,0,1,0,0,1.592982456140351,1.0701754385964912,1.3157894736842106,2.1578947368421053,285
4046,Man City,West Brom,3,0,H,13,17,9,9,17,-14,19,6,45,26,8,8,13,10,1,2,0,0,1.8345864661654134,0.9849624060150376,0.9064327485380117,1.713450292397661,266
4047,Newcastle,Arsenal,4,4,D,16,13,8,10,2,27,-19,-5,30,49,12,6,13,15,2,3,0,1,1.537593984962406,1.1766917293233083,1.6596491228070176,1.1228070175438596,266
4048,Stoke,Sunderland,3,2,H,18,11,9,7,-2,4,-7,-4,30,37,12,4,7,15,1,3,0,0,1.2932330827067668,1.0300751879699248,0.8947368421052632,1.7456140350877194,133
4049,Tottenham,Bolton,2,1,H,13,8,7,3,7,-1,11,7,41,30,6,7,13,11,1,3,0,0,1.743859649122807,1.0666666666666667,1.0382775119617225,1.6889952153110048,285
4050,Wigan,Blackburn,4,3,H,11,9,7,5,-19,-7,-8,-3,23,31,4,9,11,12,1,2,0,0,1.111842105263158,1.4144736842105263,1.0956937799043063,1.6889952153110048,152
4051,Wolves,Man United,2,1,H,6,14,5,7,-17,31,-30,-4,24,54,4,6,6,11,2,2,0,0,1.118421052631579,1.7105263157894737,1.7228070175438597,1.0421052631578946,76
4052,Chelsea,Liverpool,0,1,A,14,7,4,4,24,2,9,-1,44,35,4,3,9,9,1,1,0,0,2.1543859649122807,0.8,1.4912280701754386,1.1964912280701754,285
4053,West Ham,Birmingham,0,1,A,16,9,9,3,-17,-8,-6,-1,24,30,5,5,18,13,3,1,0,0,1.4254385964912282,1.2675438596491229,0.8345864661654135,1.6541353383458646,228
4054,Arsenal,Wolves,2,0,H,17,2,8,0,27,-17,26,5,50,24,3,6,15,9,0,1,0,0,2.1789473684210527,0.8385964912280702,0.9342105263157895,1.986842105263158,285
4055,Birmingham,Stoke,1,0,H,10,15,4,5,-8,-1,-3,2,30,33,3,5,15,14,1,0,0,0,1.218045112781955,1.0526315789473684,0.7669172932330827,1.6466165413533835,133
4056,Blackburn,Newcastle,0,0,D,4,12,0,6,-7,2,0,0,31,31,2,11,11,11,1,3,0,0,1.3827751196172249,1.1435406698564594,1.0714285714285714,1.6804511278195489,209
4057,Blackpool,Aston Villa,1,1,D,14,7,5,4,-11,-15,0,-7,28,28,4,8,13,14,2,1,0,1,1.5789473684210527,1.9473684210526316,1.1508771929824562,1.6456140350877193,19
4058,Liverpool,Wigan,1,1,D,13,8,5,2,2,-19,12,7,35,23,8,5,11,17,1,3,0,0,1.8982456140350876,0.7578947368421053,0.9671052631578947,1.756578947368421,285
4059,Man United,Man City,2,1,H,11,13,6,8,31,17,8,2,54,46,4,7,15,13,2,2,0,0,2.1964912280701756,0.7017543859649122,1.2857142857142858,1.368421052631579,285
4060,Sunderland,Tottenham,1,2,A,16,11,10,5,1,9,-10,-4,37,47,2,3,14,12,2,4,0,0,1.1228070175438596,1.206140350877193,1.2035087719298245,1.4771929824561403,228
4061,West Brom,West Ham,3,3,D,15,18,11,11,-17,-18,3,1,27,24,4,9,12,13,2,3,0,0,1.2163742690058479,1.432748538011696,0.9692982456140351,1.6535087719298245,171
4062,Bolton,Everton,2,0,H,11,9,5,4,-1,-3,3,-1,33,30,4,4,15,12,1,0,0,0,1.3301435406698565,1.244019138755981,1.0736842105263158,1.3543859649122807,209
4063,Fulham,Chelsea,0,0,D,12,23,8,9,0,24,-15,-2,30,45,4,6,10,13,2,1,0,0,1.4129554655870444,1.2105263157894737,1.5368421052631578,0.9263157894736842,247
4064,Birmingham,Newcastle,0,2,A,11,10,5,7,-10,2,-2,3,30,32,4,6,13,14,1,3,0,0,1.218045112781955,1.0526315789473684,1.0714285714285714,1.6804511278195489,133
